SA4_col,24-29,30-34,35-39,40-44,45-49,50-55,55-59,60-65,65-69,70 and over
201,0.0,6.66666666666667,13.2352941176471,8.53658536585366,10.7142857142857,18.947368421052598,11.7647058823529,6.49350649350649,14.084507042253499,9.375
202,1.58730158730159,3.9215686274509802,8.86075949367089,5.063291139240509,7.2164948453608195,13.253012048192799,13.4328358208955,8.21917808219178,11.2903225806452,4.10958904109589
203,2.1978021978022,9.72222222222222,7.43801652892562,16.4383561643836,17.9487179487179,16.2790697674419,12.962962962963001,14.285714285714299,6.94444444444444,6.2992125984252
204,2.63157894736842,5.26315789473684,13.0841121495327,10.2272727272727,11.8811881188119,19.4444444444444,5.60747663551402,9.45945945945946,7.2463768115942,2.85714285714286
205,3.4782608695652204,3.48837209302326,10.3448275862069,5.97014925373134,14.193548387096799,9.9290780141844,12.5984251968504,10.7438016528926,8.04597701149425,9.09090909090909
206,2.5974025974026,5.6910569105691104,9.09090909090909,14.611872146118701,18.1132075471698,17.1428571428571,18.4210526315789,16.1057692307692,12.061068702290099,5.1649928263988505
207,2.29357798165138,8.7719298245614,11.1111111111111,17.6470588235294,20.9302325581395,17.7884615384615,18.6991869918699,18.994413407821202,13.0801687763713,6.34146341463415
208,4.81927710843374,7.36842105263158,8.86075949367089,16.042780748663098,19.1176470588235,14.8936170212766,19.391634980988602,21.4876033057851,12.2950819672131,5.85106382978723
209,1.9607843137254901,9.27835051546392,11.1111111111111,19.2139737991266,16.2790697674419,13.928571428571402,15.6462585034014,16.887417218543,9.78593272171254,6.5625
201,0.0,6.15384615384615,10.084033613445401,16.7883211678832,12.209302325581401,15.816326530612198,9.09090909090909,13.8888888888889,10.1769911504425,6.63900414937759
201,0.5494505494505489,9.4488188976378,12.8099173553719,13.620071684587801,17.132867132867098,15.1624548736462,10.2649006622517,12.6623376623377,11.6883116883117,5.82191780821918
201,2.52525252525253,6.36942675159236,8.03571428571429,14.4230769230769,18.59410430839,16.3461538461538,16.8421052631579,12.8888888888889,9.68992248062016,6.22489959839357
201,2.56410256410256,7.69230769230769,11.4285714285714,14.6341463414634,12.4629080118694,17.599999999999998,14.193548387096799,15.6941649899396,10.990990990991,5.62770562770563
201,1.72413793103448,1.20481927710843,14.4230769230769,9.016393442622949,11.6564417177914,12.3456790123457,12.209302325581401,12.949640287769801,8.21917808219178,4.72972972972973
201,1.36986301369863,0.0,6.41025641025641,7.77777777777778,8.24742268041237,6.66666666666667,12.6760563380282,7.46268656716418,12.698412698412701,2.73972602739726
201,0.0,8.82352941176471,5.55555555555556,19.047619047618998,9.09090909090909,5.26315789473684,7.2463768115942,13.6363636363636,11.1111111111111,6.349206349206351
201,3.2258064516128995,0.0,4.0,7.317073170731709,3.94736842105263,7.69230769230769,14.754098360655702,7.35294117647059,4.545454545454549,7.93650793650794
